image,label
415ddce4-4866-4982-b764-1c9ca33282a7,mandelbrot
f463c942-59dd-4239-85d2-d1caef2a9dae,mandelbrot
1a156e13-c79a-494c-8bd5-2a83fbc4ac16,mandelbrot
52e4fc87-a114-4180-a2b5-7dc494184ae3,mandelbrot
0300760f-8abc-4b05-814a-0c58a2ee491a,mandelbrot
d2d61c6f-a751-4054-b5a6-d8b52bf9a344,mandelbrot
fb1d521b-d5f7-46ca-9ee8-a1e6056fcb67,mandelbrot
d8678eab-47d3-4025-97dc-625e7efb8da0,mandelbrot
dd9c9fdf-051a-4f19-a7c3-0d3d04d163c3,mandelbrot
f99b25e6-8d9c-4f71-955a-0669585602a9,mandelbrot
6d1e4c4a-0d67-4a64-9c29-87de2e9e10b7,mandelbrot
853cada3-625f-413b-9a51-8ab568e07801,mandelbrot
c5eb8e04-bda4-4bf1-94af-a68df9130135,mandelbrot
43d10ebe-e44d-4a8d-893f-d0adc533ff66,mandelbrot
344114c6-54b6-44d2-8069-453d12ab9333,mandelbrot
28ad0f59-bacf-474b-952c-59813e35fd24,mandelbrot
223ec817-16cd-4b2e-99a5-fa067cd42e13,mandelbrot
0e42b9a6-d45f-4847-ab3c-52ccfc21a7b5,mandelbrot
f7d38b7b-495e-4306-a9dc-da29accb0eb5,mandelbrot
b689bab7-88ab-459f-8eb3-4d5936bf365c,mandelbrot
3cfb48c2-fba4-48e5-beb4-8674827afe5d,mandelbrot
abb17f87-6162-4468-93c5-248bef7929ac,mandelbrot
b26c1cc1-e2db-43d3-ba4c-5a76293d8f16,mandelbrot
9ad54f89-fad2-4874-9c01-8e7277b2faa6,mandelbrot
ca93ae14-aa26-428b-87ae-002e7aedf4e2,mandelbrot
952abf83-e698-4c43-a68a-d5464b20bfb8,mandelbrot
c679dc66-ab09-40ce-a869-7353df580e47,mandelbrot
9f421fac-5192-4cc0-9884-30481977f933,mandelbrot
844a7a2c-a356-4009-9d41-1c8bf93ed263,mandelbrot
34ea1b27-836f-4d87-a132-e63f3d7af1f4,mandelbrot
ab24f374-77cd-4e51-96b4-e04fb375f246,mandelbrot
f5fa9bec-0a00-4cb0-8a26-5b585dc627f8,mandelbrot
6eb2fc0d-869f-4e01-b822-cfbf1031f0d3,mandelbrot
96c938ec-b690-45ef-b479-d1e6839c3d63,mandelbrot
3ee840ba-f282-4fb0-946f-99ee73bfe2dc,mandelbrot
97f61c7a-493a-4631-b996-ddcbd6811be8,mandelbrot
0ba60a88-bf3e-4a3b-bbaf-e299700e9fa9,mandelbrot
92306bf6-f2b3-436f-a45c-3abbcb6c7f23,mandelbrot
1931cbda-acf3-494e-9bf8-08d4e4c340c7,mandelbrot
dc6631b9-33c5-4f18-9a2c-c71a141d2f6d,mandelbrot
531dba34-cf06-45d3-a7f8-5fed43f5ed24,mandelbrot
9ea6cf09-0bbd-4c0a-a356-b4d563da08f7,mandelbrot
17d106bb-0965-4619-be1c-dd546a2e7df7,mandelbrot
07e5c500-2881-4f68-9a14-05f9497d0b68,mandelbrot
f631851b-c0a1-4eda-8f27-d5b2e2159ec9,mandelbrot
83d669e3-7919-48d7-a96c-067b5381ed2f,mandelbrot
aadd9306-3cd4-44b7-b58c-ef34120b78d0,julia
a1d17581-8fc3-4393-80c0-ebc26e7b26a7,julia
588f4c3f-959c-4f0d-9daa-3d67271132ad,julia
7b4f06fb-6a74-43e5-9a04-b0df16d67b2d,julia
cee28714-94c1-4043-92a9-905e5710a65f,julia
e3efefa1-68b2-48ce-be50-7a21348038aa,julia
d010031e-f963-4cd3-b20d-981cad884467,julia
81368e2b-66d3-4d35-8085-6daeb15f2699,julia
13cf5373-d268-4a6c-83e2-028e7377ef5f,julia
333a2441-0015-43df-917c-1b2b166a2990,julia
01fe01ce-e5a9-4d20-aedc-4868be17b8c7,julia
6a024960-a75d-4ab8-928f-15685a476734,julia
8c14eea7-7b23-4b11-9009-1c339428fefa,julia
4dbc1cd3-362c-4985-bc31-7a8806a9b5a9,julia
2d049328-cfeb-400d-a2da-2a8e7770987c,julia
d626c5d2-6ccb-4a12-bb29-dee91f71548d,julia
30724a06-144e-4aff-87a0-819c9e9a7278,julia
73985fff-93b7-42e8-864f-d04d6eec71f7,julia
f4d3b47e-203b-4e8e-b471-c8bd73d2bdb3,julia
8aa9f023-9037-41d0-8d06-b7ef373c0057,julia
94ee626e-4fb7-4125-a95e-0eb262fe17ea,julia
14426cc3-a5e6-41f9-9d62-d489d6c0e1b9,julia
f63b3446-8612-469e-84ab-924c7bf3d583,julia
39623b7f-1505-47e8-8b15-62bb506b3c8f,julia
b697ab32-910b-42b8-84e5-e93b82a94aa5,julia
cfec69a3-fd3c-4c7c-bd36-34f312863e7d,julia
1f25a14d-6435-45cf-b4c5-d6d0f3fb3428,julia
00fda2d9-e595-45c5-8906-3602cd316bd2,julia
e363e543-db6a-4d3d-9f89-b2289d3bb23b,julia
a0791afa-11c6-432b-bbcf-37748cfc1ac2,julia
1fd0a78d-dafc-455e-9e65-92232c84e860,julia
38cad7e8-5b3e-41cb-813d-82a6dd08535d,julia
c2fc1c46-d4a2-4be0-a880-5b7d9de448b5,julia
20019101-44a0-43d9-a51d-25ccb5955ced,julia
c4caf699-7411-46a2-ab66-d0aab51e2fb5,julia
da48bbbe-6786-4c4b-84a9-fa06f841505f,julia
d3c34ed2-46e1-4c1f-b525-2d09f9ee789c,julia
64183cf8-2a40-472b-b787-faf6ea270a51,julia
833b26f3-e30f-4c64-85f5-1522ee01e6d2,julia
40908033-5ead-4dc3-bd2d-ff2e2b49574a,julia
b013b35a-37d7-4ac3-b111-b353c0c8778d,julia
48231d0a-8511-4c4c-9acb-a6fe4ddd0f3c,julia
ba05b1d9-456f-4623-a365-1cf518469afd,julia
4f2b43d2-4d4f-4b35-b57c-3e767fb8d34b,julia
592f580e-dbde-4af8-96d7-3267354e2c6e,julia
25217c28-c42d-4a4b-b4a0-09e9c2764aca,julia
5dce5176-a95f-44f2-85dc-052bf7ad3901,julia
37ba64ab-18e5-477b-99cd-1df0e2d695da,julia
b0ca9ee5-2b2d-4654-81ac-56841383a70d,julia
f318e794-19f4-4e43-a020-f90efc476e51,julia
e5c80f9c-4557-4c4b-acd1-0df15b1144d5,burningship
9a8cd592-eb7f-4c9b-b31c-1e2edb1799d8,burningship
a5128aef-4c29-4fcc-82d3-50d52074b841,burningship
1e702d94-472b-4f00-9869-eddeea2c36ab,burningship
72635903-fcc5-4b52-892b-b3a5adc50bc4,burningship
adece8a7-9ce2-425a-921e-75310a1293df,burningship
f9e50579-5e4a-40e9-a30c-ec360d84e4cb,burningship
6c5bd3cd-e90f-4dda-abaa-644daedc2632,burningship
e09929f8-75df-4b9f-acd0-55137fd69a46,burningship
1d6a846d-e20e-40dc-848d-57c1cfb51f88,burningship
28f3abeb-342a-4a4a-b240-7c7002b97580,burningship
5d674006-ad43-4f1e-aa8c-3adb7c2fd3ca,burningship
ab246085-8a15-4938-a93d-b3a6fbb11c5b,burningship
2224afd8-6cb3-4baa-a36c-99a0fd19ab08,burningship
438277ae-bc2a-4247-be6e-81c361442f23,burningship
d66500a3-4e6b-48f6-ae9a-6a1d1222542d,burningship
a97d4157-a8e3-4081-b3cb-3d7e1c17c689,burningship
4de8da55-57b8-4367-9854-457a4984486a,burningship
1b199028-3a11-4a5c-ae58-d0aabe054ba8,burningship
f0dc5074-0080-4fbb-851f-25e34dcfd58f,burningship
0369d664-71ad-4b83-be8e-f595fa288527,burningship
ca72019c-e0e6-49dc-b250-139fbf31ac9d,burningship
9fde676d-e4e5-4115-85a8-db4d01ccb6fd,burningship
bfcd7835-4d56-44dd-a390-f04476ca0746,burningship
c51c418e-8f06-446c-ad80-8c0b1250fca3,burningship
365118a8-f844-47b1-9d39-8d2020c4c244,burningship
924f3331-a9ad-4275-b4fc-81881e6a01ce,burningship
0fd48491-c613-4f9a-bb3c-41017c64e3a1,burningship
c71eb89f-3e77-4d9e-a8b6-8f685abcd646,burningship
0573fbc7-2606-4dd6-a60c-a3620be59621,burningship
7fa3e2e6-0ad5-49bb-a5f2-f0e1304f9026,burningship
97ea3b66-e337-40f2-bbc8-f5d870c84d87,burningship
0ceb1df5-33e7-45a0-afc0-eda70294b33d,burningship
a0115a4f-62c5-4067-a993-cbaeed2dd210,burningship
96fad296-b9b9-4f02-afc5-e22648a587a7,burningship
ce23ab2a-f1bf-425d-a98d-0d4058856020,burningship
99a8d720-2d75-4b6f-8597-6dd4f3f52cb1,burningship
d99bc651-1b72-4370-88a7-6c367248d9a0,burningship
f82b183d-6c9b-47d4-8c08-340b4e108a93,burningship
fa0b80bb-1c98-4e58-919f-2c7323d1266b,burningship
a708d781-2828-4c0f-af0d-3afaa820cdae,burningship
83cb819a-9806-4266-8a9a-fa503665d9ed,burningship
b0458182-56df-4709-99b5-af1529821b82,burningship
52c24ed9-cb84-48ae-b5fc-8780f7202b62,burningship
9f064c80-9ec6-425f-a9a2-55cbd1422496,burningship
cca3073b-6468-425c-aa58-36948a9d4eb5,burningship
53c45348-0660-460e-9c23-ab2430236a4d,burningship
24e840e5-34f9-4efb-a811-f2a57fe036d1,burningship
7e964fb0-2309-4a43-8be2-7f6a76e42465,burningship
7099cd92-51a9-4336-a666-70cb7480d966,burningship
8e3dade6-8658-4fd7-bb2b-4b170f9239ec,sierpinski
ece50887-794d-4a91-99b5-301900e0c450,sierpinski
71554544-c656-4002-84d2-5093718ea59f,sierpinski
9f103e4f-4885-4951-aabb-87148ee4208e,sierpinski
2e1e8da6-af49-41e7-b8ce-b1dae952281c,sierpinski
ad5c368c-faed-4f42-a63e-108b97883970,sierpinski
fefc48f8-68a2-4776-ae81-cef47af8f877,sierpinski
ba3f5f16-1a36-4065-a3d7-e92a6ab2d8c1,sierpinski
7a8a9903-a614-46de-ab2d-65081ea454d2,sierpinski
0d9b0069-855f-4ff0-8dd3-7a927f7b8271,sierpinski
67909be8-6dde-4e99-bafd-c82b7008ae84,sierpinski
915d4096-987a-46f0-a50b-52766470c34c,sierpinski
8d19afc2-7a51-4f88-9660-797acde3a325,sierpinski
365bb200-866c-41e7-b219-ff2bffd82f3d,sierpinski
12dc1756-eb5a-4133-992a-cde7fb0dd28c,sierpinski
e557c492-d30e-4614-985a-fe907f6dd6eb,sierpinski
119e2433-2b71-4b83-bf84-9ec0f55b916b,sierpinski
4a173557-14ae-4a1d-912d-5abd1e82a575,sierpinski
528e2bab-ec6c-4048-a652-f97966bba30f,sierpinski
de5a6bce-eafe-4db8-93da-b13ccbedf99a,sierpinski
6f44bc45-cf82-4690-83a7-2c9ce09f46b9,sierpinski
d3dadab9-3e43-42b8-ad93-bcc35df6d041,sierpinski
08a4b087-fa6a-4270-9fa8-4b9b56f1d91e,sierpinski
1bdac40b-2930-4ff1-989c-743a5c08fecc,sierpinski
9d4d7df8-ef00-4420-a47a-24eab886ced6,sierpinski
0c4e378d-dcad-40b5-825b-0c63aec85295,sierpinski
0ffe9c88-4a7e-4bcf-8f1d-d0787f3dafa6,sierpinski
1109b587-7712-435f-b7f5-79c32789df21,sierpinski
4826a7d9-5d78-4597-9f7b-e3814b86cc11,sierpinski
18e9e1b6-91d2-41ba-918f-7f486a34ad92,sierpinski
5d4ae3e6-5513-47e6-a425-0702e5c1beb4,sierpinski
7bd51b58-6f8d-4156-a657-2d532c640cdf,sierpinski
40aafee5-61c5-4689-9e3f-9b96c9882f39,sierpinski
da1b9df6-a500-4473-9883-41c782231c6f,sierpinski
d92572a8-5a02-4ed0-a44a-e73594b5e353,sierpinski
16fed43c-e958-43c6-80d1-2a4530c3f4ae,sierpinski
8afd9ea2-6e3d-4c8a-b53f-f6ff4ab83ef6,sierpinski
94d86600-586e-4809-9e4c-08737b472936,sierpinski
1a66fe3c-45e5-4e75-9c2a-8e261626c594,sierpinski
466840fa-bf54-40e3-a100-770acb6bcea4,sierpinski
d3733e77-fb28-4518-b406-648c2641ce16,sierpinski
718789d8-376d-4be2-b9af-3da796f0ddbb,sierpinski
521daf99-cea0-4043-9217-15daba980d79,sierpinski
64441725-d990-4597-92e8-a9e2694accfe,sierpinski
9b0003aa-e1a6-45e6-8c66-6c08c9425e36,sierpinski
b00a442a-891c-4d40-aa86-386d8b7996b8,sierpinski
644026ed-c2a7-454c-887b-87de61897b11,sierpinski
31e7f5a8-1cef-4779-8442-3d2e1b12f1a8,sierpinski
e7a52f6b-615e-4551-8df2-1e62cab095de,sierpinski
1c6404e8-36f2-4167-ba13-ded7a5733337,sierpinski
8fd2b856-07eb-40d9-9b6f-af2c62b888ba,newton
d6f05464-be55-4e29-8434-14fcf7018d51,newton
290f78f3-9659-41de-9326-54fa53ccf3ef,newton
ba2ed5a0-e2d8-4eee-b0ab-22d2fb01ffa3,newton
cad36bea-a21d-4bc4-8bc6-8ce4a1a3b52c,newton
faeb9f12-77a9-4d46-8c62-30e0edb4a2ae,newton
651d58ff-48d5-4174-81cf-6197f2d2ba60,newton
defd65ce-6a23-4274-b332-8a58e8446728,newton
2fe7eb23-9235-46a9-bb21-e1865a8887e8,newton
3f84c3d7-48cb-4378-97db-c9b237b95051,newton
9ba32c20-4f59-4018-955f-d151c5686d1c,newton
684bba60-f98c-42e0-b575-7022824cc51d,newton
dc0950fd-78f5-4ab9-96be-a51460c47c6b,newton
9a866675-fae6-417b-acff-2a11dfa9e0a6,newton
3701cbb7-542b-463d-83d2-bd77efb71a20,newton
bf928c21-7a1a-4df1-a10a-d6e3362c2d7c,newton
246b5b8a-d0e9-4aaf-bebd-011e008b4a5d,newton
03e71725-ed20-46c5-a80f-c9c57f3d1c46,newton
90a273bb-8ff3-495d-a597-55d73c5c58d0,newton
339e541b-eaf3-478e-8d90-486f3454ed48,newton
d542d18c-ab9e-4caf-9987-e31eb2dae9b1,newton
70fa83ac-8eff-4001-9e5d-d89e95dca87c,newton
aab95176-aced-4041-901b-43aee99a56aa,newton
e6828635-cbb5-4398-9b66-9653a1c43179,newton
6c2de742-668f-4468-b503-d1a85a0c6612,newton
d2ce6cda-9e24-46c3-961a-05192348b13b,newton
8c5e2655-40cb-4866-8926-843badad9513,newton
ff4535d0-da86-4bed-8208-315c803d4114,newton
6cd85dc5-11ea-45e3-bbd6-667403f53283,newton
cd514e7d-2115-42b9-ad9b-32c6a51cd2e3,newton
364eb6eb-1ef4-4c1e-8d16-1144b2f8208e,newton
be342d45-f4f5-4bbf-88c9-383988704826,newton
52a522de-5bfa-4269-b887-b2776eaabeb0,newton
049ff8e1-fe1b-46db-9a28-437df66c244e,newton
c7bd16e9-c42d-4c15-a358-08fe1ffff4fd,newton
76888ca1-6d66-40e0-b6eb-ad13cac5c94e,newton
8f52fe30-a3b5-47f0-b050-4287002f88ef,newton
7bdb2376-d476-4cba-a4d4-58401031a469,newton
d055d2ef-8248-44bd-b526-f3f61c567bbd,newton
02d04e35-193c-4816-82c3-b14d9eeb4b5a,newton
7077ad75-3c52-444c-a73e-9819cde9e8db,newton
b4af98e0-b7d1-4d18-98c3-d7aaa381ca14,newton
7a38e840-ed94-4464-8ad4-d903592689e6,newton
3076d83e-478e-4fc7-ac39-8112a3e3905a,newton
8901dcf1-8084-45ce-8b26-5af8768d7608,newton
4713f219-352c-4da9-9dc7-66166f99add6,newton
3e5ca58a-a284-480f-9c54-40a7539ab826,newton
7e248abc-e0f1-474c-bfa1-f565400f6b56,newton
ee589f67-c96c-411a-b4df-2cd385dead09,newton
cb16331a-83ff-4e54-b5d5-6409b4cff374,newton
